brennan	1.0,0.0,0.000086273833,0.000000000000
brent	1.0,1.0,0.000086273833,0.000074205996
brett	3.0,0.0,0.000258821499,0.000000000000
brex	0.0,1.0,0.000000000000,0.000074205996
brian	1.0,0.0,0.000086273833,0.000000000000
brick	0.0,1.0,0.000000000000,0.000074205996
bring	1.0,0.0,0.000086273833,0.000000000000
brings	2.0,2.0,0.000172547666,0.000148411992
broad	2.0,0.0,0.000172547666,0.000000000000
broker	0.0,1.0,0.000000000000,0.000074205996
brought	0.0,1.0,0.000000000000,0.000074205996
brown	1.0,2.0,0.000086273833,0.000148411992
browser	0.0,2.0,0.000000000000,0.000148411992
brutal	0.0,1.0,0.000000000000,0.000074205996
bryan	1.0,0.0,0.000086273833,0.000000000000
btu	1.0,0.0,0.000086273833,0.000000000000
buchsbaum	1.0,0.0,0.000086273833,0.000000000000
buck	1.0,0.0,0.000086273833,0.000000000000
build	0.0,5.0,0.000000000000,0.000371029979
building	3.0,2.0,0.000258821499,0.000148411992
buildings	0.0,1.0,0.000000000000,0.000074205996
buka	0.0,2.0,0.000000000000,0.000148411992
bull	0.0,1.0,0.000000000000,0.000074205996
bullet	0.0,5.0,0.000000000000,0.000371029979
bulleted	0.0,2.0,0.000000000000,0.000148411992
bullets	0.0,1.0,0.000000000000,0.000074205996
burning	0.0,2.0,0.000000000000,0.000148411992
burst	0.0,1.0,0.000000000000,0.000074205996
burton	6.0,0.0,0.000517642999,0.000000000000
bus	2.0,1.0,0.000172547666,0.000074205996
busine	0.0,1.0,0.000000000000,0.000074205996
busines	0.0,1.0,0.000000000000,0.000074205996
business	20.0,20.0,0.001725476663,0.001484119917
businesses	0.0,4.0,0.000000000000,0.000296823983
businessopps	0.0,1.0,0.000000000000,0.000074205996
bussell	1.0,0.0,0.000086273833,0.000000000000
busy	0.0,1.0,0.000000000000,0.000074205996
but	21.0,35.0,0.001811750496,0.002597209855
butler	1.0,0.0,0.000086273833,0.000000000000
